name,genre,year_of_release,publisher,sales,critic_score,user_score,critic_user_diff,developer,rating,platform,year_choices,stat_diff
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.24,63,61,2,Ubisoft,E10+,X360,2011,No
Resident Evil Archives: Resident Evil Zero,Action,2008,Capcom,0.24,62,82,-20,Capcom,M,Wii,2008,No
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.24,67,66,1,EA,E10+,PS3,2007,No
Dynasty Warriors 6 Empires,Action,2009,Tecmo Koei,0.24,59,73,-14,Omega Force,T,X360,2009,No
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.24,77,84,-7,EA,E,XB,2006,No
NBA Live 14,Sports,2013,Electronic Arts,0.24,43,27,16,EA,E,PS4,2013,No
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.24,69,68,1,TT Games,E10+,WiiU,2016,No
Pro Evolution Soccer 2014,Action,2013,Konami Digital Entertainment,0.24,80,43,37,Konami,E,X360,2013,Yes
Pure Futbol,Sports,2010,Ubisoft,0.24,46,75,-29,Ubisoft,E,PS3,2010,Yes
"NASCAR 08",Racing,2007,Electronic Arts,0.24,56,82,-26,EA,E,PS2,2007,Yes
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.23,77,81,-4,Ubisoft,T,Wii,2010,No
NBA Live 15,Sports,2014,Electronic Arts,0.23,59,56,3,EA,E,PS4,2014,No
"NASCAR Thunder 2004",Racing,2003,Electronic Arts,0.23,85,91,-6,EA,E,XB,2003,No
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.23,68,58,10,EA,E10+,XB,2005,No
Dynasty Warriors: Gundam Reborn,Action,2013,Tecmo Koei,0.23,64,75,-11,Omega Force,T,PS3,2013,No
Star Wars Jedi Knight II: Jedi Outcast,Shooter,2002,Activision,0.23,75,78,-3,Vicarious Visions,T,GC,2002,No
Tom Clancy's Splinter Cell,Action,2003,Ubisoft,0.23,89,87,2,Ubisoft,T,GC,2003,No
DiRT Showdown,Racing,2012,Codemasters,0.23,75,64,11,Codemasters,E10+,X360,2012,No
NBA 2K6,Action,2005,Take-Two Interactive,0.23,81,86,-5,Visual Concepts,E,X360,2005,No
"NASCAR 08",Racing,2007,Electronic Arts,0.23,57,50,7,EA,E,PS3,2007,No
Grand Slam Tennis 2,Sports,2012,Electronic Arts,0.23,73,52,21,EA,E,PS3,2012,No
Dynasty Warriors: Strikeforce,Action,2009,Tecmo Koei,0.23,59,57,2,Omega Force,T,X360,2009,No
Tom Clancy's Rainbow Six: Siege,Shooter,2015,Ubisoft,0.23,79,69,10,Ubisoft,M,PC,2015,No
Madden NFL 13,Sports,2012,Electronic Arts,0.23,75,67,8,EA,E,WiiU,2012,No
NFL Blitz Pro,Sports,2003,Midway Games,0.23,73,85,-12,Midway,E,PS2,2003,No
Tiger Woods PGA Tour 2003,Sports,2002,Electronic Arts,0.23,90,80,10,EA,E,GC,2002,No
SSX On Tour,Sports,2005,Electronic Arts,0.23,79,81,-2,EA,E,PSP,2005,No
Tony Hawk's Proving Ground,Sports,2007,Activision,0.23,79,67,12,Vicarious Visions,E10+,DS,2007,No
NBA ShootOut 2003,Sports,2002,Sony Computer Entertainment,0.23,62,59,3,EA,E,PS2,2002,No
NBA Street: Showdown,Sports,2005,Electronic Arts,0.22,75,85,-10,EA,E,PSP,2005,No
pro evolution soccer 2011,Sports,2010,Konami Digital Entertainment,0.22,78,54,24,Konami,E,Wii,2010,No
Breath of Fire,Role-Playing,2001,Ubisoft,0.22,79,88,-9,Capcom,E,GBA,2001,No
NCAA Football 2005,Sports,2004,Electronic Arts,0.22,88,90,-2,EA,E,GC,2004,No
FaceBreaker K.O. Party,Fighting,2008,Electronic Arts,0.22,61,56,5,EA,T,Wii,2008,No
Dino Stalker,Shooter,2002,Capcom,0.22,50,63,-13,Capcom,M,PS2,2002,No
Tony Hawk's Downhill Jam,Sports,2006,Activision,0.22,76,70,6,Vicarious Visions,E,DS,2006,No
The Sims 4: Get Together,Simulation,2015,Electronic Arts,0.22,72,73,-1,Maxis,T,PC,2015,No
Asphalt: Injection,Action,2011,Ubisoft,0.22,49,48,1,Ubisoft,E10+,PSV,2011,No
From Russia With Love,Action,2005,Electronic Arts,0.22,70,85,-15,EA,T,GC,2005,No
NBA Live 09 All-Play,Sports,2008,Electronic Arts,0.22,51,59,-8,EA,E,Wii,2008,No
NCAA Basketball 09,Sports,2008,Electronic Arts,0.22,70,56,14,EA,E,X360,2008,No
LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,0.22,80,82,-2,TT Games,E10+,PC,2012,No
NBA 06,Sports,2005,Sony Computer Entertainment,0.22,72,54,18,EA,E,PSP,2005,No
NFL 2K3,Sports,2002,Other,0.22,92,83,9,Visual Concepts,E,GC,2002,No
Star Wars: Battlefront,Shooter,2004,Other,0.21,72,35,37,EA,T,PC,2004,Yes
MVP Baseball,Sports,2005,Electronic Arts,0.21,67,77,-10,EA,E,PSP,2005,No
Tony Hawk's American Sk8land,Sports,2005,Activision,0.21,84,87,-3,Vicarious Visions,E,DS,2005,No
Maximo vs Army of Zin,Platform,2003,Capcom,0.21,83,78,5,Capcom,T,PS2,2003,No
Assassin's Creed Syndicate,Action,2015,Ubisoft,0.21,74,59,15,Ubisoft,M,PC,2015,No
Shadow of Destiny,Adventure,2001,Konami Digital Entertainment,0.21,78,82,-4,Konami,T,PS2,2001,No
Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,0.21,79,70,9,Konami,E,Wii,2011,No
UFC Undisputed 2010,Fighting,2010,Other,0.21,74,70,4,Yuke's,T,PSP,2010,No
Rayman Raving Rabbids,Misc,2007,Ubisoft,0.21,67,73,-6,Ubisoft,E,X360,2007,No
Rumble Racing,Racing,2001,Electronic Arts,0.21,85,82,3,EA,E,PS2,2001,No
NBA Live 15,Sports,2014,Electronic Arts,0.21,53,68,-15,EA,E,XOne,2014,No
NHL Hitz 20-02,Sports,2001,Midway Games,0.21,79,87,-8,Midway,E,GC,2001,No
NCAA Football 2003,Sports,2002,Electronic Arts,0.21,91,81,10,EA,E,GC,2002,No
ESPN Winter X Games: Snowboarding 2002,Sports,2000,Konami Digital Entertainment,0.21,64,79,-15,Konami,T,PS2,2000,No
Mortal Kombat: Special Forces,Fighting,2000,Midway Games,0.21,28,24,4,Midway,M,PS,2000,No
NCAA March Madness 07,Sports,2007,Electronic Arts,0.21,67,71,-4,EA,E,X360,2007,No
NHL 2003,Sports,2002,Electronic Arts,0.21,80,79,1,EA,E,XB,2002,No
Tiger Woods PGA Tour,Sports,2005,Electronic Arts,0.21,78,74,4,EA,E,PSP,2005,No
MLB 10: The Show,Sports,2010,Sony Computer Entertainment,0.21,79,66,13,EA,E,PSP,2010,No
Capcom Fighting Evolution,Fighting,2004,Capcom,0.2,57,48,9,Capcom,T,PS2,2004,No
Assassin's Creed The Ezio Collection,Action,2016,Ubisoft,0.2,72,74,-2,Ubisoft,M,PS4,2016,No
Suikoden Tactics,Strategy,2005,Konami Digital Entertainment,0.2,68,86,-18,Konami,T,PS2,2005,No
NCAA March Madness 06,Sports,2005,Electronic Arts,0.2,76,72,4,EA,E,XB,2005,No
The Con,Fighting,2005,Sony Computer Entertainment,0.2,63,73,-10,EA,T,PSP,2005,No
X2: Wolverine's Revenge,Platform,2003,Activision,0.2,72,72,0,Vicarious Visions,E,GBA,2003,No
NBA 2K2,Sports,2002,Other,0.2,90,76,14,Visual Concepts,E,XB,2002,No
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.2,72,63,9,Visual Concepts,E,PS3,2011,No
Dark Messiah of Might and Magic Elements,Role-Playing,2008,Ubisoft,0.2,52,70,-18,Ubisoft,M,X360,2008,No
FIFA 16,Sports,2015,Electronic Arts,0.2,81,44,37,EA,E,PC,2015,Yes
NBA Live 14,Sports,2013,Electronic Arts,0.2,36,31,5,EA,E,XOne,2013,No
MVP Baseball 2003,Sports,2003,Electronic Arts,0.2,82,90,-8,EA,E,XB,2003,No
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,2005,Other,0.2,72,60,12,Traveller's Tales,T,XB,2005,No
NBA 07,Sports,2006,Sony Computer Entertainment,0.2,68,70,-2,EA,E,PSP,2006,No
From Russia With Love,Action,2005,Electronic Arts,0.2,71,88,-17,EA,T,XB,2005,No
Ridge Racer 6,Racing,2005,Other,0.2,74,71,3,Namco,E,X360,2005,No
Taiko Drum Master,Misc,2004,Other,0.2,77,81,-4,Namco,E,PS2,2004,No
Dungeon Hunter Alliance,Action,2012,Ubisoft,0.2,49,64,-15,Ubisoft,T,PSV,2012,No
Prince of Persia: Warrior Within,Action,2004,Ubisoft,0.2,83,86,-3,Ubisoft,M,GC,2004,No
Warriors Orochi,Action,2007,Tecmo Koei,0.2,53,74,-21,Omega Force,T,X360,2007,No
Tom Clancy's Splinter Cell: Essentials,Shooter,2006,Ubisoft,0.19,58,75,-17,Ubisoft,M,PSP,2006,No
Major League Baseball 2K12,Sports,2012,Take-Two Interactive,0.19,68,44,24,Visual Concepts,E,PS3,2012,No
Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,0.19,70,74,-4,EA,E10+,PSP,2005,No
Breath of Fire II,Role-Playing,2001,Ubisoft,0.19,81,88,-7,Capcom,E,GBA,2001,No
Dynasty Warriors: Gundam 2,Action,2008,Other,0.19,49,70,-21,Omega Force,T,X360,2008,No
Breath of Fire: Dragon Quarter,Role-Playing,2002,Capcom,0.19,78,69,9,Capcom,T,PS2,2002,No
LEGO Marvel's Avengers,Action,2016,Warner Bros. Interactive Entertainment,0.19,60,71,-11,TT Games,E10+,3DS,2016,No
Disney's Magical Mirror Starring Mickey Mouse,Adventure,2002,Nintendo,0.19,50,89,-39,Capcom,E,GC,2002,Yes
Fighter Within,Fighting,2013,Ubisoft,0.19,23,30,-7,Ubisoft,T,XOne,2013,No
Dynasty Warriors 8: Empires,Action,2014,Tecmo Koei,0.19,63,75,-12,Omega Force,T,PS4,2014,No
Silent Hill HD Collection,Action,2012,Konami Digital Entertainment,0.19,69,56,13,Konami,M,X360,2012,No
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,2004,Konami Digital Entertainment,0.19,49,46,3,Konami,T,GC,2004,No
MLB 12: The Show,Sports,2012,Sony Computer Entertainment,0.19,76,78,-2,EA,E,PSV,2012,No
NBA 2K11,Action,2010,Take-Two Interactive,0.19,82,86,-4,Visual Concepts,E,PC,2010,No
FaceBreaker,Fighting,2008,Electronic Arts,0.19,54,63,-9,EA,T,X360,2008,No
Dante's Inferno,Action,2010,Electronic Arts,0.19,70,81,-11,EA,M,PSP,2010,No
Resident Evil: Revelations,Action,2013,Capcom,0.19,80,75,5,Capcom,M,WiiU,2013,No
Harry Potter and the Prisoner of Azkaban,Action,2004,Electronic Arts,0.19,67,88,-21,EA,E,XB,2004,No
Street Fighter X Tekken,Fighting,2012,Capcom,0.19,79,75,4,Capcom,T,PSV,2012,No
Tom Clancy's Splinter Cell: Blacklist,Action,2013,Ubisoft,0.19,82,74,8,Ubisoft,M,PC,2013,No
Shaun White Skateboarding,Sports,2010,Ubisoft,0.19,61,65,-4,Ubisoft,T,PS3,2010,No
F1 2011,Racing,2011,Codemasters,0.19,83,72,11,Codemasters,E,PC,2011,No
Samurai Warriors 2: Empires,Action,2006,Tecmo Koei,0.19,55,73,-18,Omega Force,T,PS2,2006,No
Major League Baseball 2K10,Sports,2010,Take-Two Interactive,0.19,74,53,21,Visual Concepts,E,PS3,2010,No
Harry Potter: Quidditch World Cup,Sports,2003,Electronic Arts,0.19,69,75,-6,EA,E,XB,2003,No
NBA Ballers: Chosen One,Sports,2008,Midway Games,0.19,55,42,13,Midway,E,X360,2008,No
Tiger Woods PGA Tour 07,Sports,2006,Electronic Arts,0.19,81,68,13,EA,E,XB,2006,No
Samurai Warriors: State of War,Action,2005,Tecmo Koei,0.18,64,64,0,Omega Force,T,PSP,2005,No
Driver: San Francisco,Racing,2011,Ubisoft,0.18,80,70,10,Ubisoft,T,PC,2011,No
Shape Up,Misc,2014,Ubisoft,0.18,58,83,-25,Ubisoft,E,XOne,2014,No
Gauntlet: Seven Sorrows,Role-Playing,2005,Midway Games,0.18,61,78,-17,Midway,T,XB,2005,No
LEGO Harry Potter: Years 5-7,Action,2012,Warner Bros. Interactive Entertainment,0.18,64,68,-4,Traveller's Tales,E10+,PSV,2012,No
GRID Autosport,Racing,2014,Codemasters,0.18,75,68,7,Codemasters,E,PS3,2014,No
Gauntlet: Dark Legacy,Action,2002,Midway Games,0.18,60,91,-31,Midway,T,GC,2002,Yes
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.18,56,75,-19,Traveller's Tales,T,X360,2008,No
Grand Slam Tennis 2,Sports,2012,Electronic Arts,0.18,71,51,20,EA,E,X360,2012,No
Pure Futbol,Sports,2010,Ubisoft,0.18,38,79,-41,Ubisoft,E,X360,2010,Yes
Gun,Shooter,2005,Activision,0.18,77,86,-9,Neversoft Entertainment,M,GC,2005,No
FIFA Soccer 11,Sports,2010,Electronic Arts,0.18,83,77,6,EA,E,PC,2010,No
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.18,81,80,1,EA,E,GC,2001,No
Disney's Tarzan Untamed,Platform,2001,Ubisoft,0.18,61,74,-13,Ubisoft,E,GC,2001,No
K-1 World Grand Prix,Sports,2002,Konami Digital Entertainment,0.18,67,90,-23,Konami,T,PS2,2002,No
DiRT Showdown,Racing,2012,Codemasters,0.18,75,63,12,Codemasters,E10+,PS3,2012,No
College Hoops 2K8,Sports,2007,Take-Two Interactive,0.18,81,69,12,Visual Concepts,E,X360,2007,No
NHL 2004,Sports,2003,Electronic Arts,0.18,85,65,20,EA,E,XB,2003,No
NBA Live 16,Sports,2015,Electronic Arts,0.18,59,61,-2,EA,E,PS4,2015,No
Smash Court Tennis Pro Tournament,Sports,2002,Sony Computer Entertainment,0.17,73,74,-1,Namco,E,PS2,2002,No
NHL 2K9,Sports,2008,Take-Two Interactive,0.17,69,67,2,Visual Concepts,E10+,X360,2008,No
Fight Night Round 2,Fighting,2005,Electronic Arts,0.17,87,79,8,EA,T,GC,2005,No
Psi-Ops: The Mindgate Conspiracy,Shooter,2004,Midway Games,0.17,84,79,5,Midway,M,XB,2004,No
Tom Clancy's Ghost Recon: Future Soldier,Shooter,2012,Ubisoft,0.17,71,49,22,Ubisoft,M,PC,2012,No
The Chronicles of Narnia: Prince Caspian,Action,2008,Other,0.17,56,56,0,Traveller's Tales,T,PS3,2008,No
NBA 09: The Inside,Sports,2008,Sony Computer Entertainment,0.17,79,74,5,EA,E,PSP,2008,No
Batman Begins,Action,2005,Electronic Arts,0.17,61,69,-8,Vicarious Visions,E10+,GBA,2005,No
FaceBreaker,Fighting,2008,Electronic Arts,0.17,53,38,15,EA,T,PS3,2008,No
SSX On Tour,Sports,2005,Electronic Arts,0.17,80,75,5,EA,E,GC,2005,No
Bladestorm: Nightmare,Action,2015,Tecmo Koei,0.17,58,65,-7,Omega Force,T,PS4,2015,No
LEGO Marvel Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.17,78,81,-3,TT Games,E10+,PC,2013,No
Gauntlet: Dark Legacy,Action,2002,Midway Games,0.17,54,89,-35,Midway,T,XB,2002,Yes
NHL 07,Sports,2006,Electronic Arts,0.17,76,66,10,EA,E10+,PSP,2006,No
MLB 11: The Show,Sports,2011,Sony Computer Entertainment,0.17,77,60,17,EA,E,PSP,2011,No
Midway Arcade Treasures,Misc,2003,Midway Games,0.17,72,82,-10,Midway,T,GC,2003,No
One Piece: Pirate Warriors 3,Action,2015,Other,0.17,76,63,13,Omega Force,T,PSV,2015,No
Cubivore: Survival of the Fittest,Adventure,2002,Nintendo,0.17,71,85,-14,Nintendo,E,GC,2002,No
Far Cry: Primal,Action,2016,Ubisoft,0.16,74,48,26,Ubisoft,M,PC,2016,Yes
Driver: San Francisco,Racing,2011,Ubisoft,0.16,64,62,2,Ubisoft,T,Wii,2011,No
ESPN College Hoops,Sports,2003,Other,0.16,83,85,-2,Visual Concepts,E,PS2,2003,No
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.16,72,44,28,EA,T,XOne,2016,Yes
F1 2011,Racing,2011,Codemasters,0.16,59,68,-9,Codemasters,E,3DS,2011,No
NCAA Football 09 All-Play,Sports,2008,Electronic Arts,0.16,49,58,-9,EA,E,Wii,2008,No
Dynasty Warriors 4,Action,2003,Tecmo Koei,0.16,75,88,-13,Omega Force,T,XB,2003,No
Warriors Orochi 3,Action,2011,Other,0.16,71,81,-10,Omega Force,T,X360,2011,No
Beowulf: The Game,Action,2007,Ubisoft,0.16,51,52,-1,Ubisoft,M,PS3,2007,No
Dewy's Adventure,Platform,2007,Konami Digital Entertainment,0.16,67,63,4,Konami,E,Wii,2007,No
NBA Live 08,Sports,2007,Electronic Arts,0.16,52,71,-19,EA,E,Wii,2007,No
The Crew,Racing,2014,Ubisoft,0.16,71,64,7,Ubisoft,T,PC,2014,No
Create,Action,2010,Electronic Arts,0.16,61,52,9,EA,E,PS3,2010,No
Blitz: The League,Sports,2006,Midway Games,0.16,69,65,4,Midway,M,X360,2006,No
NBA 2K12,Sports,2011,Take-Two Interactive,0.16,86,71,15,Visual Concepts,E,PC,2011,No
Shaun White Skateboarding,Sports,2010,Ubisoft,0.16,61,53,8,Ubisoft,T,X360,2010,No
Tiger Woods PGA Tour 2004,Sports,2003,Electronic Arts,0.16,89,78,11,EA,E,GC,2003,No
NHL 2005,Sports,2004,Electronic Arts,0.16,77,62,15,EA,E,XB,2004,No
Dynasty Warriors 8: Xtreme Legends,Action,2013,Tecmo Koei,0.16,68,68,0,Omega Force,T,PS3,2013,No
James Noir's Hollywood Crimes,Adventure,2011,Ubisoft,0.15,60,66,-6,Ubisoft,T,3DS,2011,No
All-Pro Football 2K8,Sports,2007,Take-Two Interactive,0.15,73,73,0,Visual Concepts,E10+,PS3,2007,No
Ultimate Spider-Man,Action,2005,Activision,0.15,78,77,1,Vicarious Visions,E10+,DS,2005,No
Knockout Kings 2003,Sports,2002,Electronic Arts,0.15,78,65,13,EA,T,GC,2002,No
NCAA Football 2004,Sports,2003,Electronic Arts,0.15,89,75,14,EA,E,GC,2003,No
The Godfather: Blackhand Edition,Adventure,2007,Electronic Arts,0.15,77,85,-8,EA,M,Wii,2007,No
The Adventures of Tintin: The Game,Action,2011,Ubisoft,0.15,56,57,-1,Ubisoft,E10+,3DS,2011,No
Dynasty Warriors 8,Action,2013,Tecmo Koei,0.15,65,75,-10,Omega Force,T,X360,2013,No
NBA Street Homecourt,Sports,2007,Electronic Arts,0.15,81,65,16,EA,E,PS3,2007,No
Enthusia Professional Racing,Racing,2005,Konami Digital Entertainment,0.15,70,76,-6,Konami,E,PS2,2005,No
DiRT 3,Racing,2011,Codemasters,0.15,86,69,17,Codemasters,T,PC,2011,No
MLB Power Pros 2008,Sports,2008,Konami Digital Entertainment,0.15,67,85,-18,Konami,E,PS2,2008,No
NBA 09: The Inside,Sports,2008,Sony Computer Entertainment,0.15,63,51,12,EA,E,PS3,2008,No
Prince of Persia: The Sands of Time,Action,2003,Ubisoft,0.15,75,88,-13,Ubisoft,T,GBA,2003,No
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.15,57,63,-6,Ubisoft,E10+,DS,2010,No
Super Monkey Ball Adventure,Platform,2006,Other,0.15,51,72,-21,TT Games,E,GC,2006,No
FIFA Soccer 2002,Sports,2001,Electronic Arts,0.15,81,64,17,EA,E,PS,2001,No
Street Fighter Anniversary Collection,Fighting,2004,Capcom,0.15,79,64,15,Capcom,T,XB,2004,No
FIFA 06: Road to FIFA World Cup,Sports,2005,Electronic Arts,0.15,62,60,2,EA,E,X360,2005,No
F1 2001,Racing,2001,Electronic Arts,0.15,83,83,0,EA,E,PS2,2001,No
Fantastic Four: Rise of the Silver Surfer,Action,2007,Take-Two Interactive,0.15,47,62,-15,Visual Concepts,T,PS3,2007,No
187: Ride or Die,Racing,2005,Ubisoft,0.15,52,68,-16,Ubisoft,M,PS2,2005,No
Ridge Racer DS,Racing,2004,Other,0.15,63,67,-4,Namco,E,DS,2004,No
High Velocity Bowling,Sports,2010,Sony Computer Entertainment,0.15,66,81,-15,EA,E10+,PS3,2010,No
Prince of Persia: The Two Thrones,Action,2005,Ubisoft,0.15,84,81,3,Ubisoft,M,GC,2005,No
Blazing Angels 2: Secret Missions of WWII,Simulation,2007,Ubisoft,0.15,70,72,-2,Ubisoft,T,PS3,2007,No
Toy Story Racer,Racing,2001,Activision,0.15,76,87,-11,Traveller's Tales,E,PS,2001,No
Disney's Donald Duck: Goin' Quackers,Platform,2000,Ubisoft,0.15,65,70,-5,Ubisoft,E,PS,2000,No
Crash: Twinsanity,Platform,2004,Other,0.15,66,87,-21,Traveller's Tales,E,XB,2004,No
Arena Football,Sports,2006,Electronic Arts,0.15,65,85,-20,EA,E10+,XB,2006,No
Lego Star Wars: The Force Awakens,Action,2016,Warner Bros. Interactive Entertainment,0.15,74,80,-6,TT Games,E10+,WiiU,2016,No
Darkstalkers Chronicle: The Chaos Tower,Fighting,2004,Capcom,0.15,74,79,-5,Capcom,T,PSP,2004,No
F1 2012,Racing,2012,Codemasters,0.15,80,69,11,Codemasters,E,PC,2012,No
Rayman Raving Rabbids,Misc,2007,Ubisoft,0.14,56,61,-5,Ubisoft,E,DS,2007,No
L.A. Rush,Racing,2005,Midway Games,0.14,59,30,29,Midway,T,XB,2005,Yes
Rayman 3,Platform,2003,Ubisoft,0.14,83,78,5,Ubisoft,E,GBA,2003,No
Mega Man Powered Up,Platform,2006,Capcom,0.14,82,75,7,Capcom,E,PSP,2006,No
FIFA Soccer 2005,Sports,2004,Electronic Arts,0.14,78,85,-7,EA,E,GC,2004,No
SSX On Tour,Sports,2005,Electronic Arts,0.14,81,81,0,EA,E,XB,2005,No
NFL Head Coach 09,Sports,2008,Electronic Arts,0.14,64,71,-7,EA,E,PS3,2008,No
Dead to Rights,Shooter,2002,Electronic Arts,0.14,77,87,-10,Namco,M,GC,2002,No
Cranium Kabookii,Misc,2007,Ubisoft,0.14,64,54,10,Ubisoft,E,Wii,2007,No
Pro Evolution Soccer 2015,Sports,2014,Konami Digital Entertainment,0.14,79,73,6,Konami,E,XOne,2014,No
Mr. Driller: Drill Spirits,Puzzle,2004,Nintendo,0.14,70,89,-19,Namco,E,DS,2004,No
TRINITY: Souls of Zill O'll,Role-Playing,2010,Other,0.14,55,62,-7,Omega Force,T,PS3,2010,No
Rayman Legends,Platform,2014,Ubisoft,0.14,87,84,3,Ubisoft,E10+,PSV,2014,No
Dino Crisis 3,Action,2003,Capcom,0.14,51,41,10,Capcom,M,XB,2003,No
College Hoops 2K8,Sports,2007,Take-Two Interactive,0.14,82,52,30,Visual Concepts,E,PS3,2007,Yes
Dynasty Warriors 7: Empires,Action,2012,Other,0.14,63,80,-17,Omega Force,T,PS3,2012,No
Super Puzzle Fighter II Turbo,Puzzle,1996,Other,0.14,83,74,9,Capcom,E,PS,Before 2000,No
Blazing Angels 2: Secret Missions of WWII,Simulation,2007,Ubisoft,0.14,72,78,-6,Ubisoft,T,X360,2007,No
Rayman Arena,Racing,2002,Ubisoft,0.14,60,72,-12,Ubisoft,E,GC,2002,No
Create,Action,2010,Electronic Arts,0.14,60,58,2,EA,E,X360,2010,No
UEFA Euro 2004: Portugal,Sports,2004,Electronic Arts,0.14,76,64,12,EA,E,PS2,2004,No
NBA Ballers: Chosen One,Sports,2008,Midway Games,0.14,54,65,-11,Midway,E,PS3,2008,No
NCIS,Adventure,2011,Ubisoft,0.14,35,47,-12,Ubisoft,T,X360,2011,No
Tomb Raider: The Prophecy,Action,2002,Ubisoft,0.14,66,88,-22,Ubisoft,T,GBA,2002,No
Castlevania Chronicles,Platform,2001,Konami Digital Entertainment,0.13,69,70,-1,Konami,T,PS,2001,No
FIFA Street 2,Sports,2006,Electronic Arts,0.13,58,69,-11,EA,E,PSP,2006,No
Need for Speed Underground 2,Racing,2005,Electronic Arts,0.13,65,70,-5,EA,E,DS,2005,No
Chessmaster,Misc,2004,Ubisoft,0.13,79,90,-11,Ubisoft,E,XB,2004,No
Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,0.13,28,32,-4,Ubisoft,T,DS,2005,No
NHL 2003,Sports,2002,Electronic Arts,0.13,79,63,16,EA,E,GC,2002,No
Frogger Beyond,Platform,2002,Konami Digital Entertainment,0.13,60,72,-12,Konami,E,GC,2002,No
MLB Power Pros 2008,Sports,2008,Konami Digital Entertainment,0.13,79,87,-8,Konami,E,Wii,2008,No
Rumble Roses XX,Fighting,2006,Konami Digital Entertainment,0.13,62,66,-4,Konami,M,X360,2006,No
LEGO Legends of Chima: Laval's Journey,Adventure,2013,Warner Bros. Interactive Entertainment,0.13,64,66,-2,TT Games,E10+,PSV,2013,No
NBA 08,Sports,2007,Sony Computer Entertainment,0.13,63,60,3,EA,E,PS3,2007,No
F1 2011,Racing,2011,Codemasters,0.13,66,62,4,Codemasters,E,PSV,2011,No
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.13,76,62,14,EA,E,GC,2006,No
Watch Dogs,Action,2014,Ubisoft,0.13,62,64,-2,Ubisoft,M,WiiU,2014,No
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,2004,Konami Digital Entertainment,0.13,48,56,-8,Konami,T,XB,2004,No
Tom Clancy's Splinter Cell: Double Agent,Action,2006,Ubisoft,0.13,61,74,-13,Ubisoft,M,Wii,2006,No
Star Wars: Lethal Alliance,Action,2006,Ubisoft,0.13,61,70,-9,Ubisoft,T,PSP,2006,No
Warriors Orochi 2,Action,2008,Tecmo Koei,0.13,52,85,-33,Omega Force,T,PS2,2008,Yes
NBA 2K13,Sports,2012,Take-Two Interactive,0.13,85,70,15,Visual Concepts,E,WiiU,2012,No
Dynasty Warriors 5 Empires,Action,2006,Tecmo Koei,0.13,61,82,-21,Omega Force,T,X360,2006,No
Mega Man X Collection,Misc,2006,Capcom,0.13,75,92,-17,Capcom,E,GC,2006,No
Smash Court Tennis Pro Tournament 2,Sports,2004,Sony Computer Entertainment,0.13,74,91,-17,Namco,E,PS2,2004,No
Teenage Mutant Ninja Turtles: Arcade Attack,Action,2009,Ubisoft,0.13,36,48,-12,Ubisoft,E10+,DS,2009,No
Mega Man X: Command Mission,Role-Playing,2004,Capcom,0.12,67,73,-6,Capcom,E,GC,2004,No
DiRT Rally,Racing,2016,Codemasters,0.12,86,80,6,Codemasters,E,XOne,2016,No
Disney's PK: Out of the Shadows,Platform,2002,Ubisoft,0.12,49,50,-1,Ubisoft,E,PS2,2002,No
Chessmaster: The Art of Learning,Misc,2008,Ubisoft,0.12,64,84,-20,Ubisoft,E,PSP,2008,No
Neopets Petpet Adventures: The Wand of Wishing,Adventure,2006,Sony Computer Entertainment,0.12,66,77,-11,EA,E,PSP,2006,No
NCIS,Adventure,2011,Ubisoft,0.12,50,40,10,Ubisoft,T,PS3,2011,No
Breakdown,Adventure,2004,Electronic Arts,0.12,71,82,-11,Namco,M,XB,2004,No
Academy of Champions: Soccer,Sports,2009,Ubisoft,0.12,64,68,-4,Ubisoft,E,Wii,2009,No
NFL Head Coach,Sports,2006,Electronic Arts,0.12,69,71,-2,EA,E,XB,2006,No
Onimusha: Blade Warriors,Fighting,2003,Capcom,0.12,65,69,-4,Capcom,T,PS2,2003,No
NBA 2K2,Sports,2002,Other,0.12,90,80,10,Visual Concepts,E,GC,2002,No
Marvel Avengers: Battle for Earth,Action,2012,Ubisoft,0.12,50,50,0,Ubisoft,T,WiiU,2012,No
